typhoon,datetime,intensity,lat,lon
MERANTIANDMALAKAS,2016-09-15 20:00:00,40,19.63,125.27
MERANTIANDMALAKAS,2016-09-15 21:00:00,40,19.8,125.1
MERANTIANDMALAKAS,2016-09-15 22:00:00,40,19.9,125
MERANTIANDMALAKAS,2016-09-15 23:00:00,40,20,124.9
MERANTIANDMALAKAS,2016-09-16 00:00:00,40,20.1,124.8
MERANTIANDMALAKAS,2016-09-16 01:00:00,40,20.27,124.63
MERANTIANDMALAKAS,2016-09-16 02:00:00,40,20.43,124.47
MERANTIANDMALAKAS,2016-09-16 03:00:00,40,20.6,124.3
MERANTIANDMALAKAS,2016-09-16 04:00:00,40,20.77,124.2
MERANTIANDMALAKAS,2016-09-16 05:00:00,40,20.93,124.1
MERANTIANDMALAKAS,2016-09-16 06:00:00,43,21.1,124
MERANTIANDMALAKAS,2016-09-16 07:00:00,43,21.23,123.9
MERANTIANDMALAKAS,2016-09-16 08:00:00,43,21.37,123.8
MERANTIANDMALAKAS,2016-09-16 09:00:00,43,21.5,123.7
MERANTIANDMALAKAS,2016-09-16 10:00:00,43,21.67,123.6
MERANTIANDMALAKAS,2016-09-16 11:00:00,43,21.83,123.5
MERANTIANDMALAKAS,2016-09-16 12:00:00,43,22,123.4
MERANTIANDMALAKAS,2016-09-16 13:00:00,43,22.17,123.3
MERANTIANDMALAKAS,2016-09-16 14:00:00,43,22.33,123.2
MERANTIANDMALAKAS,2016-09-16 15:00:00,45,22.5,123.1
MERANTIANDMALAKAS,2016-09-16 16:00:00,45,22.63,123.1
MERANTIANDMALAKAS,2016-09-16 17:00:00,45,22.77,123.1
MERANTIANDMALAKAS,2016-09-16 18:00:00,45,22.9,123.1
MERANTIANDMALAKAS,2016-09-16 19:00:00,45,23.1,123.1
MERANTIANDMALAKAS,2016-09-16 20:00:00,45,23.3,123.1
MERANTIANDMALAKAS,2016-09-16 21:00:00,45,23.5,123.1
MERANTIANDMALAKAS,2016-09-16 22:00:00,45,23.7,123.07
MERANTIANDMALAKAS,2016-09-16 23:00:00,45,23.9,123.03
MERANTIANDMALAKAS,2016-09-17 00:00:00,45,24.1,123
MERANTIANDMALAKAS,2016-09-17 01:00:00,45,24.3,122.97
MERANTIANDMALAKAS,2016-09-17 02:00:00,45,24.5,122.93
MERANTIANDMALAKAS,2016-09-17 03:00:00,45,24.7,122.9
MERANTIANDMALAKAS,2016-09-17 04:00:00,45,24.87,122.83
MERANTIANDMALAKAS,2016-09-17 05:00:00,45,25.03,122.77
MERANTIANDMALAKAS,2016-09-17 06:00:00,45,25.2,122.7
MERANTIANDMALAKAS,2016-09-17 07:00:00,45,25.37,122.7
MERANTIANDMALAKAS,2016-09-17 08:00:00,45,25.53,122.7
MERANTIANDMALAKAS,2016-09-17 09:00:00,45,25.7,122.7
MERANTIANDMALAKAS,2016-09-17 10:00:00,45,25.73,122.73
MERANTIANDMALAKAS,2016-09-17 11:00:00,45,25.77,122.77
MERANTIANDMALAKAS,2016-09-17 12:00:00,45,25.8,122.8
MERANTIANDMALAKAS,2016-09-17 13:00:00,45,25.87,122.8
MERANTIANDMALAKAS,2016-09-17 14:00:00,45,25.93,122.8
MERANTIANDMALAKAS,2016-09-17 15:00:00,40,26,122.8
MERANTIANDMALAKAS,2016-09-17 16:00:00,40,26.03,122.83
MERANTIANDMALAKAS,2016-09-17 17:00:00,40,26.07,122.87
MERANTIANDMALAKAS,2016-09-17 18:00:00,40,26.1,122.9
MERANTIANDMALAKAS,2016-09-17 19:00:00,40,26.2,123.03
MERANTIANDMALAKAS,2016-09-17 20:00:00,40,26.3,123.17
MERANTIANDMALAKAS,2016-09-17 21:00:00,40,26.4,123.3
MERANTIANDMALAKAS,2016-09-17 22:00:00,40,26.53,123.4
MERANTIANDMALAKAS,2016-09-17 23:00:00,40,26.67,123.5
MERANTIANDMALAKAS,2016-09-18 00:00:00,40,26.8,123.6
MERANTIANDMALAKAS,2016-09-18 01:00:00,40,26.92,123.68
MERANTIANDMALAKAS,2016-09-18 02:00:00,40,27.03,123.77
MERANTIANDMALAKAS,2016-09-18 03:00:00,40,27.15,123.85
MERANTIANDMALAKAS,2016-09-18 04:00:00,40,27.27,123.93
MERANTIANDMALAKAS,2016-09-18 05:00:00,40,27.38,124.02
MERANTIANDMALAKAS,2016-09-18 06:00:00,40,27.5,124.1
MERANTIANDMALAKAS,2016-09-18 07:00:00,40,27.58,124.27
MERANTIANDMALAKAS,2016-09-18 08:00:00,40,27.67,124.43
MERANTIANDMALAKAS,2016-09-18 09:00:00,40,27.75,124.6
MERANTIANDMALAKAS,2016-09-18 10:00:00,40,27.83,124.77
MERANTIANDMALAKAS,2016-09-18 11:00:00,40,27.92,124.93
MERANTIANDMALAKAS,2016-09-18 12:00:00,40,28,125.1
MERANTIANDMALAKAS,2016-09-18 13:00:00,40,28.12,125.27
MERANTIANDMALAKAS,2016-09-18 14:00:00,40,28.23,125.43
MERANTIANDMALAKAS,2016-09-18 15:00:00,40,28.35,125.6
MERANTIANDMALAKAS,2016-09-18 16:00:00,40,28.47,125.77
MERANTIANDMALAKAS,2016-09-18 17:00:00,40,28.58,125.93
MERANTIANDMALAKAS,2016-09-18 18:00:00,43,28.7,126.1
MERANTIANDMALAKAS,2016-09-18 19:00:00,43,28.8,126.27
MERANTIANDMALAKAS,2016-09-18 20:00:00,43,28.9,126.43
MERANTIANDMALAKAS,2016-09-18 21:00:00,43,29,126.6
MERANTIANDMALAKAS,2016-09-18 22:00:00,43,29.1,126.77
MERANTIANDMALAKAS,2016-09-18 23:00:00,43,29.2,126.93
MERANTIANDMALAKAS,2016-09-19 00:00:00,43,29.3,127.1
MERANTIANDMALAKAS,2016-09-19 01:00:00,43,29.45,127.3
MERANTIANDMALAKAS,2016-09-19 02:00:00,43,29.6,127.5
MERANTIANDMALAKAS,2016-09-19 03:00:00,43,29.75,127.7
MERANTIANDMALAKAS,2016-09-19 04:00:00,43,29.9,127.9
MERANTIANDMALAKAS,2016-09-19 05:00:00,43,30.05,128.1
MERANTIANDMALAKAS,2016-09-19 06:00:00,43,30.2,128.3
MERANTIANDMALAKAS,2016-09-19 07:00:00,43,30.28,128.53
MERANTIANDMALAKAS,2016-09-19 08:00:00,43,30.37,128.77
MERANTIANDMALAKAS,2016-09-19 09:00:00,43,30.45,129
MERANTIANDMALAKAS,2016-09-19 10:00:00,43,30.53,129.23
MERANTIANDMALAKAS,2016-09-19 11:00:00,43,30.62,129.47
MERANTIANDMALAKAS,2016-09-19 12:00:00,43,30.7,129.7
MERANTIANDMALAKAS,2016-09-19 13:00:00,43,30.87,129.98
MERANTIANDMALAKAS,2016-09-19 14:00:00,43,31.03,130.27
MERANTIANDMALAKAS,2016-09-19 15:00:00,43,31.2,130.55
MERANTIANDMALAKAS,2016-09-19 16:00:00,43,31.37,130.83
MERANTIANDMALAKAS,2016-09-19 17:00:00,43,31.53,131.12
MERANTIANDMALAKAS,2016-09-19 18:00:00,38,31.7,131.4
MERANTIANDMALAKAS,2016-09-19 19:00:00,38,31.9,131.77
MERANTIANDMALAKAS,2016-09-19 20:00:00,38,32.1,132.13
MERANTIANDMALAKAS,2016-09-19 21:00:00,38,32.3,132.5
MERANTIANDMALAKAS,2016-09-19 22:00:00,38,32.5,132.87
MERANTIANDMALAKAS,2016-09-19 23:00:00,38,32.7,133.23
MERANTIANDMALAKAS,2016-09-20 00:00:00,35,32.9,133.6
MERANTIANDMALAKAS,2016-09-20 01:00:00,35,33.13,134
MERANTIANDMALAKAS,2016-09-20 02:00:00,35,33.37,134.4
MERANTIANDMALAKAS,2016-09-20 03:00:00,35,33.6,134.8
MERANTIANDMALAKAS,2016-09-20 04:00:00,35,33.83,135.2
MERANTIANDMALAKAS,2016-09-20 05:00:00,35,34.07,135.6
MERANTIANDMALAKAS,2016-09-20 06:00:00,28,34.3,136
MERANTIANDMALAKAS,2016-09-20 07:00:00,28,34.37,136.35
MERANTIANDMALAKAS,2016-09-20 08:00:00,28,34.43,136.7
MERANTIANDMALAKAS,2016-09-20 09:00:00,28,34.5,137.05
MERANTIANDMALAKAS,2016-09-20 10:00:00,28,34.57,137.4
MERANTIANDMALAKAS,2016-09-20 11:00:00,28,34.63,137.75
MERANTIANDMALAKAS,2016-09-20 12:00:00,15,34.7,138.1
MEGI,2016-09-21 00:00:00,15,10,151.5
MEGI,2016-09-21 01:00:00,15,10,151.25
MEGI,2016-09-21 02:00:00,15,10,151
MEGI,2016-09-21 03:00:00,15,10,150.75
MEGI,2016-09-21 04:00:00,15,10,150.5
MEGI,2016-09-21 05:00:00,15,10,150.25
MEGI,2016-09-21 06:00:00,15,10,150
MEGI,2016-09-21 07:00:00,15,10,149.67
MEGI,2016-09-21 08:00:00,15,10,149.33
MEGI,2016-09-21 09:00:00,15,10,149
MEGI,2016-09-21 10:00:00,15,10,148.67
MEGI,2016-09-21 11:00:00,15,10,148.33
MEGI,2016-09-21 12:00:00,15,10,148
MEGI,2016-09-21 13:00:00,15,10.08,147.58
MEGI,2016-09-21 14:00:00,15,10.17,147.17
MEGI,2016-09-21 15:00:00,15,10.25,146.75
MEGI,2016-09-21 16:00:00,15,10.33,146.33
MEGI,2016-09-21 17:00:00,15,10.42,145.92
MEGI,2016-09-21 18:00:00,15,10.5,145.5
MEGI,2016-09-21 19:00:00,15,10.5,145.08
MEGI,2016-09-21 20:00:00,15,10.5,144.67
MEGI,2016-09-21 21:00:00,15,10.5,144.25
MEGI,2016-09-21 22:00:00,15,10.5,143.83
MEGI,2016-09-21 23:00:00,15,10.5,143.42
MEGI,2016-09-22 00:00:00,15,10.5,143
MEGI,2016-09-22 01:00:00,15,10.5,142.75
MEGI,2016-09-22 02:00:00,15,10.5,142.5
MEGI,2016-09-22 03:00:00,15,10.5,142.25
MEGI,2016-09-22 04:00:00,15,10.5,142
MEGI,2016-09-22 05:00:00,15,10.5,141.75
MEGI,2016-09-22 06:00:00,15,10.5,141.5
MEGI,2016-09-22 07:00:00,15,10.58,141.25
MEGI,2016-09-22 08:00:00,15,10.67,141
MEGI,2016-09-22 09:00:00,15,10.75,140.75
MEGI,2016-09-22 10:00:00,15,10.83,140.5
MEGI,2016-09-22 11:00:00,15,10.92,140.25
MEGI,2016-09-22 12:00:00,15,11,140
MEGI,2016-09-22 13:00:00,15,11.42,140
MEGI,2016-09-22 14:00:00,15,11.83,140
MEGI,2016-09-22 15:00:00,15,12.25,140
MEGI,2016-09-22 16:00:00,15,12.67,140
MEGI,2016-09-22 17:00:00,15,13.08,140
MEGI,2016-09-22 18:00:00,15,13.5,140
MEGI,2016-09-22 19:00:00,15,13.83,140
MEGI,2016-09-22 20:00:00,15,14.17,140
MEGI,2016-09-22 21:00:00,15,14.5,140
MEGI,2016-09-22 22:00:00,15,14.83,140
MEGI,2016-09-22 23:00:00,15,15.17,140
MEGI,2016-09-23 00:00:00,18,15.5,140
MEGI,2016-09-23 01:00:00,18,15.63,139.87
MEGI,2016-09-23 02:00:00,18,15.77,139.73
MEGI,2016-09-23 03:00:00,18,15.9,139.6
MEGI,2016-09-23 04:00:00,18,16.03,139.47
MEGI,2016-09-23 05:00:00,18,16.17,139.33
MEGI,2016-09-23 06:00:00,18,16.3,139.2
MEGI,2016-09-23 07:00:00,18,16.3,139.13
MEGI,2016-09-23 08:00:00,18,16.3,139.07
MEGI,2016-09-23 09:00:00,18,16.3,139
MEGI,2016-09-23 10:00:00,18,16.3,138.93
MEGI,2016-09-23 11:00:00,18,16.3,138.87
MEGI,2016-09-23 12:00:00,20,16.3,138.8
MEGI,2016-09-23 13:00:00,20,16.35,138.58
MEGI,2016-09-23 14:00:00,20,16.4,138.37
MEGI,2016-09-23 15:00:00,20,16.45,138.15
MEGI,2016-09-23 16:00:00,20,16.5,137.93
MEGI,2016-09-23 17:00:00,20,16.55,137.72
MEGI,2016-09-23 18:00:00,23,16.6,137.5
MEGI,2016-09-23 19:00:00,23,16.75,137.33
MEGI,2016-09-23 20:00:00,23,16.9,137.17
MEGI,2016-09-23 21:00:00,23,17.05,137
MEGI,2016-09-23 22:00:00,23,17.2,136.83
MEGI,2016-09-23 23:00:00,23,17.35,136.67
MEGI,2016-09-24 00:00:00,28,17.5,136.5
MEGI,2016-09-24 01:00:00,28,17.62,136.32
MEGI,2016-09-24 02:00:00,28,17.73,136.13
MEGI,2016-09-24 03:00:00,28,17.85,135.95
MEGI,2016-09-24 04:00:00,28,17.97,135.77
MEGI,2016-09-24 05:00:00,28,18.08,135.58
MEGI,2016-09-24 06:00:00,33,18.2,135.4
MEGI,2016-09-24 07:00:00,33,18.27,135.15
MEGI,2016-09-24 08:00:00,33,18.33,134.9
MEGI,2016-09-24 09:00:00,33,18.4,134.65
MEGI,2016-09-24 10:00:00,33,18.47,134.4
MEGI,2016-09-24 11:00:00,33,18.53,134.15
MEGI,2016-09-24 12:00:00,33,18.6,133.9
MEGI,2016-09-24 13:00:00,33,18.65,133.7
MEGI,2016-09-24 14:00:00,33,18.7,133.5
MEGI,2016-09-24 15:00:00,33,18.75,133.3
MEGI,2016-09-24 16:00:00,33,18.8,133.1
MEGI,2016-09-24 17:00:00,33,18.85,132.9
MEGI,2016-09-24 18:00:00,35,18.9,132.7
MEGI,2016-09-24 19:00:00,35,18.97,132.53
MEGI,2016-09-24 20:00:00,35,19.03,132.37
MEGI,2016-09-24 21:00:00,35,19.1,132.2
MEGI,2016-09-24 22:00:00,35,19.17,132.03
MEGI,2016-09-24 23:00:00,35,19.23,131.87
MEGI,2016-09-25 00:00:00,38,19.3,131.7
MEGI,2016-09-25 01:00:00,38,19.38,131.47
MEGI,2016-09-25 02:00:00,38,19.47,131.23
MEGI,2016-09-25 03:00:00,38,19.55,131
MEGI,2016-09-25 04:00:00,38,19.63,130.77
MEGI,2016-09-25 05:00:00,38,19.72,130.53
MEGI,2016-09-25 06:00:00,38,19.8,130.3
MEGI,2016-09-25 07:00:00,38,19.83,130.15
MEGI,2016-09-25 08:00:00,38,19.87,130
MEGI,2016-09-25 09:00:00,38,19.9,129.85
MEGI,2016-09-25 10:00:00,38,19.93,129.7
MEGI,2016-09-25 11:00:00,38,19.97,129.55
MEGI,2016-09-25 12:00:00,38,20,129.4
MEGI,2016-09-25 13:00:00,38,20.13,129.17
MEGI,2016-09-25 14:00:00,38,20.27,128.93
MEGI,2016-09-25 15:00:00,40,20.4,128.7
MEGI,2016-09-25 16:00:00,40,20.47,128.53
MEGI,2016-09-25 17:00:00,40,20.53,128.37
MEGI,2016-09-25 18:00:00,40,20.6,128.2
MEGI,2016-09-25 19:00:00,40,20.63,128.03
MEGI,2016-09-25 20:00:00,40,20.67,127.87
MEGI,2016-09-25 21:00:00,40,20.7,127.7
MEGI,2016-09-25 22:00:00,40,20.73,127.53
MEGI,2016-09-25 23:00:00,40,20.77,127.37
MEGI,2016-09-26 00:00:00,40,20.8,127.2
MEGI,2016-09-26 01:00:00,40,20.9,127.07
MEGI,2016-09-26 02:00:00,40,21,126.93
MEGI,2016-09-26 03:00:00,40,21.1,126.8
MEGI,2016-09-26 04:00:00,40,21.2,126.6
MEGI,2016-09-26 05:00:00,40,21.3,126.4
MEGI,2016-09-26 06:00:00,43,21.4,126.2
MEGI,2016-09-26 07:00:00,43,21.47,126.03
MEGI,2016-09-26 08:00:00,43,21.53,125.87
MEGI,2016-09-26 09:00:00,43,21.6,125.7
MEGI,2016-09-26 10:00:00,43,21.67,125.57
MEGI,2016-09-26 11:00:00,43,21.73,125.43
MEGI,2016-09-26 12:00:00,43,21.8,125.3
MEGI,2016-09-26 13:00:00,43,21.9,125.17
MEGI,2016-09-26 14:00:00,43,22,125.03
MEGI,2016-09-26 15:00:00,43,22.1,124.9
MEGI,2016-09-26 16:00:00,43,22.17,124.7
MEGI,2016-09-26 17:00:00,43,22.23,124.5
MEGI,2016-09-26 18:00:00,43,22.3,124.3
MEGI,2016-09-26 19:00:00,43,22.4,124.1
MEGI,2016-09-26 20:00:00,43,22.5,123.9
MEGI,2016-09-26 21:00:00,45,22.6,123.7
MEGI,2016-09-26 22:00:00,45,22.67,123.57
MEGI,2016-09-26 23:00:00,45,22.73,123.43
MEGI,2016-09-27 00:00:00,45,22.8,123.3
MEGI,2016-09-27 01:00:00,45,23.07,123.07
MEGI,2016-09-27 02:00:00,45,23.33,122.83
MEGI,2016-09-27 03:00:00,45,23.6,122.6
MEGI,2016-09-27 04:00:00,45,23.73,122.27
MEGI,2016-09-27 05:00:00,45,23.87,121.93
MEGI,2016-09-27 06:00:00,45,24,121.6
MEGI,2016-09-27 07:00:00,45,23.97,121.33
MEGI,2016-09-27 08:00:00,45,23.93,121.07
MEGI,2016-09-27 09:00:00,43,23.9,120.8
MEGI,2016-09-27 10:00:00,43,23.8,120.63
MEGI,2016-09-27 11:00:00,43,23.7,120.47
MEGI,2016-09-27 12:00:00,40,23.6,120.3
MEGI,2016-09-27 13:00:00,40,23.7,120.2
MEGI,2016-09-27 14:00:00,40,23.8,120.1
MEGI,2016-09-27 15:00:00,38,23.9,120
MEGI,2016-09-27 16:00:00,38,24.13,119.9
MEGI,2016-09-27 17:00:00,38,24.37,119.8
MEGI,2016-09-27 18:00:00,38,24.6,119.7
MEGI,2016-09-27 19:00:00,38,24.7,119.5
MEGI,2016-09-27 20:00:00,38,24.8,119.3
MEGI,2016-09-27 21:00:00,38,24.9,119.1
MEGI,2016-09-27 22:00:00,38,24.97,118.83
MEGI,2016-09-27 23:00:00,38,25.03,118.57
MEGI,2016-09-28 00:00:00,35,25.1,118.3
MEGI,2016-09-28 01:00:00,35,25.03,117.93
MEGI,2016-09-28 02:00:00,35,24.97,117.57
MEGI,2016-09-28 03:00:00,28,24.9,117.2
MEGI,2016-09-28 04:00:00,28,24.9,117.03
MEGI,2016-09-28 05:00:00,28,24.9,116.87
MEGI,2016-09-28 06:00:00,23,24.9,116.7
MEGI,2016-09-28 07:00:00,23,24.93,116.6
MEGI,2016-09-28 08:00:00,23,24.97,116.5
MEGI,2016-09-28 09:00:00,20,25,116.4
MEGI,2016-09-28 10:00:00,20,25.07,116.27
MEGI,2016-09-28 11:00:00,20,25.13,116.13
MEGI,2016-09-28 12:00:00,15,25.2,116
NESATANDHAITANG,2017-07-25 06:00:00,15,13,129.5
NESATANDHAITANG,2017-07-25 07:00:00,15,13.083333333333334,129.33333333333334
NESATANDHAITANG,2017-07-25 08:00:00,15,13.166666666666666,129.16666666666666
NESATANDHAITANG,2017-07-25 09:00:00,15,13.25,129
NESATANDHAITANG,2017-07-25 10:00:00,15,13.333333333333334,128.83333333333334
NESATANDHAITANG,2017-07-25 11:00:00,15,13.416666666666666,128.66666666666666
NESATANDHAITANG,2017-07-25 12:00:00,15,13.5,128.5
NESATANDHAITANG,2017-07-25 13:00:00,15,13.666666666666666,128.41666666666666
NESATANDHAITANG,2017-07-25 14:00:00,15,13.833333333333334,128.33333333333334
NESATANDHAITANG,2017-07-25 15:00:00,15,14,128.25
NESATANDHAITANG,2017-07-25 16:00:00,15,14.166666666666666,128.16666666666666
NESATANDHAITANG,2017-07-25 17:00:00,15,14.333333333333334,128.08333333333334
NESATANDHAITANG,2017-07-25 18:00:00,15,14.5,128
NESATANDHAITANG,2017-07-25 19:00:00,15,14.583333333333334,128
NESATANDHAITANG,2017-07-25 20:00:00,15,14.666666666666666,128
NESATANDHAITANG,2017-07-25 21:00:00,15,14.75,128
NESATANDHAITANG,2017-07-25 22:00:00,15,14.833333333333334,128
NESATANDHAITANG,2017-07-25 23:00:00,15,14.916666666666666,128
NESATANDHAITANG,2017-07-26 00:00:00,15,15,128
NESATANDHAITANG,2017-07-26 01:00:00,15,15.2,128.03333333333333
NESATANDHAITANG,2017-07-26 02:00:00,15,15.4,128.06666666666666
NESATANDHAITANG,2017-07-26 03:00:00,15,15.6,128.1
NESATANDHAITANG,2017-07-26 04:00:00,15,15.8,128.13333333333333
NESATANDHAITANG,2017-07-26 05:00:00,15,16,128.16666666666666
NESATANDHAITANG,2017-07-26 06:00:00,18,16.2,128.2
NESATANDHAITANG,2017-07-26 07:00:00,18,16.266666666666666,128.11666666666667
NESATANDHAITANG,2017-07-26 08:00:00,18,16.333333333333332,128.03333333333333
NESATANDHAITANG,2017-07-26 09:00:00,18,16.4,127.95
NESATANDHAITANG,2017-07-26 10:00:00,18,16.466666666666665,127.86666666666666
NESATANDHAITANG,2017-07-26 11:00:00,18,16.533333333333335,127.78333333333333
NESATANDHAITANG,2017-07-26 12:00:00,20,16.6,127.7
NESATANDHAITANG,2017-07-26 13:00:00,20,16.7,127.68333333333334
NESATANDHAITANG,2017-07-26 14:00:00,20,16.8,127.66666666666667
NESATANDHAITANG,2017-07-26 15:00:00,20,16.9,127.65
NESATANDHAITANG,2017-07-26 16:00:00,20,17,127.63333333333334
NESATANDHAITANG,2017-07-26 17:00:00,20,17.1,127.61666666666666
NESATANDHAITANG,2017-07-26 18:00:00,20,17.2,127.6
NESATANDHAITANG,2017-07-26 19:00:00,20,17.233333333333334,127.6
NESATANDHAITANG,2017-07-26 20:00:00,20,17.266666666666666,127.6
NESATANDHAITANG,2017-07-26 21:00:00,20,17.3,127.6
NESATANDHAITANG,2017-07-26 22:00:00,20,17.333333333333332,127.6
NESATANDHAITANG,2017-07-26 23:00:00,20,17.366666666666667,127.6
NESATANDHAITANG,2017-07-27 00:00:00,23,17.4,127.6
NESATANDHAITANG,2017-07-27 01:00:00,23,17.5,127.58333333333333
NESATANDHAITANG,2017-07-27 02:00:00,23,17.6,127.56666666666666
NESATANDHAITANG,2017-07-27 03:00:00,23,17.7,127.55
NESATANDHAITANG,2017-07-27 04:00:00,23,17.8,127.53333333333333
NESATANDHAITANG,2017-07-27 05:00:00,23,17.9,127.51666666666667
NESATANDHAITANG,2017-07-27 06:00:00,25,18,127.5
NESATANDHAITANG,2017-07-27 07:00:00,25,18.1,127.45
NESATANDHAITANG,2017-07-27 08:00:00,25,18.2,127.4
NESATANDHAITANG,2017-07-27 09:00:00,25,18.3,127.35
NESATANDHAITANG,2017-07-27 10:00:00,25,18.4,127.3
NESATANDHAITANG,2017-07-27 11:00:00,25,18.5,127.25
NESATANDHAITANG,2017-07-27 12:00:00,25,18.6,127.2
NESATANDHAITANG,2017-07-27 13:00:00,25,18.716666666666665,127.08333333333333
NESATANDHAITANG,2017-07-27 14:00:00,25,18.833333333333332,126.96666666666667
NESATANDHAITANG,2017-07-27 15:00:00,25,18.95,126.85
NESATANDHAITANG,2017-07-27 16:00:00,25,19.066666666666666,126.73333333333333
NESATANDHAITANG,2017-07-27 17:00:00,25,19.183333333333334,126.61666666666666
NESATANDHAITANG,2017-07-27 18:00:00,25,19.3,126.5
NESATANDHAITANG,2017-07-27 19:00:00,25,19.433333333333334,126.38333333333334
NESATANDHAITANG,2017-07-27 20:00:00,25,19.566666666666666,126.26666666666667
NESATANDHAITANG,2017-07-27 21:00:00,25,19.7,126.15
NESATANDHAITANG,2017-07-27 22:00:00,25,19.833333333333332,126.03333333333333
NESATANDHAITANG,2017-07-27 23:00:00,25,19.966666666666665,125.91666666666667
NESATANDHAITANG,2017-07-28 00:00:00,30,20.1,125.8
NESATANDHAITANG,2017-07-28 01:00:00,30,20.2,125.7
NESATANDHAITANG,2017-07-28 02:00:00,30,20.3,125.6
NESATANDHAITANG,2017-07-28 03:00:00,30,20.4,125.5
NESATANDHAITANG,2017-07-28 04:00:00,30,20.5,125.36666666666666
NESATANDHAITANG,2017-07-28 05:00:00,30,20.6,125.23333333333333
NESATANDHAITANG,2017-07-28 06:00:00,30,20.7,125.1
NESATANDHAITANG,2017-07-28 07:00:00,30,20.8,124.93333333333334
NESATANDHAITANG,2017-07-28 08:00:00,30,20.9,124.76666666666667
NESATANDHAITANG,2017-07-28 09:00:00,30,21,124.6
NESATANDHAITANG,2017-07-28 10:00:00,30,21.066666666666666,124.5
NESATANDHAITANG,2017-07-28 11:00:00,30,21.133333333333333,124.4
NESATANDHAITANG,2017-07-28 12:00:00,33,21.2,124.3
NESATANDHAITANG,2017-07-28 13:00:00,33,21.333333333333332,124.2
NESATANDHAITANG,2017-07-28 14:00:00,33,21.466666666666665,124.1
NESATANDHAITANG,2017-07-28 15:00:00,33,21.6,124
NESATANDHAITANG,2017-07-28 16:00:00,33,21.666666666666668,123.86666666666666
NESATANDHAITANG,2017-07-28 17:00:00,33,21.733333333333334,123.73333333333333
NESATANDHAITANG,2017-07-28 18:00:00,35,21.8,123.6
NESATANDHAITANG,2017-07-28 19:00:00,35,21.866666666666667,123.53333333333333
NESATANDHAITANG,2017-07-28 20:00:00,35,21.933333333333334,123.46666666666667
NESATANDHAITANG,2017-07-28 21:00:00,38,22,123.4
NESATANDHAITANG,2017-07-28 22:00:00,38,22.1,123.36666666666666
NESATANDHAITANG,2017-07-28 23:00:00,38,22.2,123.33333333333333
NESATANDHAITANG,2017-07-29 00:00:00,38,22.3,123.3
NESATANDHAITANG,2017-07-29 01:00:00,38,22.433333333333334,123.2
NESATANDHAITANG,2017-07-29 02:00:00,38,22.566666666666666,123.1
NESATANDHAITANG,2017-07-29 03:00:00,38,22.7,123
NESATANDHAITANG,2017-07-29 04:00:00,38,22.9,122.93333333333334
NESATANDHAITANG,2017-07-29 05:00:00,38,23.1,122.86666666666666
NESATANDHAITANG,2017-07-29 06:00:00,38,23.3,122.8
NESATANDHAITANG,2017-07-29 07:00:00,38,23.533333333333335,122.73333333333333
NESATANDHAITANG,2017-07-29 08:00:00,38,23.766666666666666,122.66666666666667
NESATANDHAITANG,2017-07-29 09:00:00,40,24,122.6
NESATANDHAITANG,2017-07-29 10:00:00,40,24.166666666666668,122.3
NESATANDHAITANG,2017-07-29 11:00:00,40,24.333333333333332,122
NESATANDHAITANG,2017-07-29 12:00:00,40,24.5,121.7
NESATANDHAITANG,2017-07-29 13:00:00,40,24.6,121.36666666666666
NESATANDHAITANG,2017-07-29 14:00:00,40,24.7,121.03333333333333
NESATANDHAITANG,2017-07-29 15:00:00,40,24.8,120.7
NESATANDHAITANG,2017-07-29 16:00:00,40,24.9,120.56666666666666
NESATANDHAITANG,2017-07-29 17:00:00,40,25,120.43333333333334
NESATANDHAITANG,2017-07-29 18:00:00,38,25.1,120.3
NESATANDHAITANG,2017-07-29 19:00:00,38,25.2,120.13333333333334
NESATANDHAITANG,2017-07-29 20:00:00,38,25.3,119.96666666666667
NESATANDHAITANG,2017-07-29 21:00:00,35,25.4,119.8
NESATANDHAITANG,2017-07-29 22:00:00,35,25.513333333333332,119.63333333333334
NESATANDHAITANG,2017-07-29 23:00:00,35,25.626666666666665,119.46666666666667
NESATANDHAITANG,2017-07-30 00:00:00,33,25.74,119.3
NESATANDHAITANG,2017-07-30 01:00:00,33,25.76,119.03333333333333
NESATANDHAITANG,2017-07-30 02:00:00,33,25.78,118.76666666666667
NESATANDHAITANG,2017-07-30 03:00:00,28,25.8,118.5
NESATANDHAITANG,2017-07-30 04:00:00,28,25.833333333333332,118.3
NESATANDHAITANG,2017-07-30 05:00:00,28,25.866666666666667,118.1
NESATANDHAITANG,2017-07-30 06:00:00,20,25.9,117.9
NESATANDHAITANG,2017-07-30 07:00:00,20,25.916666666666668,117.75
NESATANDHAITANG,2017-07-30 08:00:00,20,25.933333333333334,117.6
NESATANDHAITANG,2017-07-30 09:00:00,20,25.95,117.45
NESATANDHAITANG,2017-07-30 10:00:00,20,25.966666666666665,117.3
NESATANDHAITANG,2017-07-30 11:00:00,20,25.983333333333334,117.15
NESATANDHAITANG,2017-07-30 12:00:00,15,26,117
